default,housing,loan,contact,month,day_of_week,poutcome,campaign,pdays,previous,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,deposit
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,yes,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,9,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,yes,telephone,aug,thu,nonexistent,9,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,yes,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,yes,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,7,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,yes,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,yes,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,7,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,yes,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,yes,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,yes,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,6,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,5,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,6,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,yes,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,telephone,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1
no,no,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,5,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,6,999,0,1.4,93.444,-36.1,4.963,5228.1,1
no,no,no,cellular,aug,thu,nonexistent,9,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,5,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,yes,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,yes,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,yes,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,yes,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1
no,no,yes,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,yes,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,yes,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,yes,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,7,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,15,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,5,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1
no,yes,no,cellular,aug,thu,nonexistent,5,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,15,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,6,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,5,999,0,1.4,93.444,-36.1,4.963,5228.1,1
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,6,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,5,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,yes,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,yes,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,5,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,9,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,5,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,7,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,4,999,0,1.4,93.444,-36.1,4.963,5228.1,1
no,yes,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,7,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,13,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,10,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,7,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1
no,yes,no,cellular,aug,thu,nonexistent,6,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,10,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,yes,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1
no,yes,no,cellular,aug,thu,nonexistent,7,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,7,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,no,no,cellular,aug,thu,nonexistent,5,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
no,yes,no,cellular,aug,thu,nonexistent,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
